wkid,latestWkid,macro,name,wkt,description,authority,version,deprecated
107755,107755,"PE_S_GRS_1980_ADJ_MN_PENNINGTON","S_GRS_1980_Adj_MN_Pennington","SPHEROID[""S_GRS_1980_Adj_MN_Pennington"",6378445.763,298.2572221008827]","GRS 1980 Adj. Minnesota Pennington","Esri","9.0.0","no"
107756,107756,"PE_S_GRS_1980_ADJ_MN_PINE","S_GRS_1980_Adj_MN_Pine","SPHEROID[""S_GRS_1980_Adj_MN_Pine"",6378472.281,298.2572221008827]","GRS 1980 Adj. Minnesota Pine","Esri","9.0.0","no"
107757,107757,"PE_S_GRS_1980_ADJ_MN_PIPESTONE","S_GRS_1980_Adj_MN_Pipestone","SPHEROID[""S_GRS_1980_Adj_MN_Pipestone"",6378670.401,298.2572221008827]","GRS 1980 Adj. Minnesota Pipestone","Esri","9.0.0","no"
107758,107758,"PE_S_GRS_1980_ADJ_MN_POLK","S_GRS_1980_Adj_MN_Polk","SPHEROID[""S_GRS_1980_Adj_MN_Polk"",6378445.763,298.2572221008827]","GRS 1980 Adj. Minnesota Polk","Esri","9.0.0","no"
107759,107759,"PE_S_GRS_1980_ADJ_MN_POPE","S_GRS_1980_Adj_MN_Pope","SPHEROID[""S_GRS_1980_Adj_MN_Pope"",6378502.761,298.2572221008827]","GRS 1980 Adj. Minnesota Pope","Esri","9.0.0","no"
107760,107760,"PE_S_GRS_1980_ADJ_MN_RAMSEY","S_GRS_1980_Adj_MN_Ramsey","SPHEROID[""S_GRS_1980_Adj_MN_Ramsey"",6378418.941,298.2572221008827]","GRS 1980 Adj. Minnesota Ramsey","Esri","9.0.0","no"
107761,107761,"PE_S_GRS_1980_ADJ_MN_RED_LAKE","S_GRS_1980_Adj_MN_Red_Lake","SPHEROID[""S_GRS_1980_Adj_MN_Red_Lake"",6378445.763,298.2572221008827]","GRS 1980 Adj. Minnesota Red Lake","Esri","9.0.0","no"
107762,107762,"PE_S_GRS_1980_ADJ_MN_REDWOOD","S_GRS_1980_Adj_MN_Redwood","SPHEROID[""S_GRS_1980_Adj_MN_Redwood"",6378438.753,298.2572221008827]","GRS 1980 Adj. Minnesota Redwood","Esri","9.0.0","no"
107763,107763,"PE_S_GRS_1980_ADJ_MN_RENVILLE","S_GRS_1980_Adj_MN_Renville","SPHEROID[""S_GRS_1980_Adj_MN_Renville"",6378414.369,298.2572221008827]","GRS 1980 Adj. Minnesota Renville","Esri","9.0.0","no"
107764,107764,"PE_S_GRS_1980_ADJ_MN_RICE","S_GRS_1980_Adj_MN_Rice","SPHEROID[""S_GRS_1980_Adj_MN_Rice"",6378434.181,298.2572221008827]","GRS 1980 Adj. Minnesota Rice","Esri","9.0.0","no"
107765,107765,"PE_S_GRS_1980_ADJ_MN_ROCK","S_GRS_1980_Adj_MN_Rock","SPHEROID[""S_GRS_1980_Adj_MN_Rock"",6378624.681,298.2572221008827]","GRS 1980 Adj. Minnesota Rock","Esri","9.0.0","no"
107766,107766,"PE_S_GRS_1980_ADJ_MN_ROSEAU","S_GRS_1980_Adj_MN_Roseau","SPHEROID[""S_GRS_1980_Adj_MN_Roseau"",6378449.421,298.2572221008827]","GRS 1980 Adj. Minnesota Roseau","Esri","9.0.0","no"
107767,107767,"PE_S_GRS_1980_ADJ_MN_ST_LOUIS_N","S_GRS_1980_Adj_MN_St_Louis_North","SPHEROID[""S_GRS_1980_Adj_MN_St_Louis_North"",6378543.909,298.2572221008827]","GRS 1980 Adj. Minnesota St Louis North","Esri","9.0.0","no"
107768,107768,"PE_S_GRS_1980_ADJ_MN_ST_LOUIS_C","S_GRS_1980_Adj_MN_St_Louis_Central","SPHEROID[""S_GRS_1980_Adj_MN_St_Louis_Central"",6378605.783,298.2572221008827]","GRS 1980 Adj. Minnesota St Louis Central","Esri","9.0.0","no"
107769,107769,"PE_S_GRS_1980_ADJ_MN_ST_LOUIS_S","S_GRS_1980_Adj_MN_St_Louis_South","SPHEROID[""S_GRS_1980_Adj_MN_St_Louis_South"",6378540.861,298.2572221008827]","GRS 1980 Adj. Minnesota St Louis South","Esri","9.0.0","no"
107770,107770,"PE_S_GRS_1980_ADJ_MN_SCOTT","S_GRS_1980_Adj_MN_Scott","SPHEROID[""S_GRS_1980_Adj_MN_Scott"",6378421.989,298.2572221008827]","GRS 1980 Adj. Minnesota Scott","Esri","9.0.0","no"
107771,107771,"PE_S_GRS_1980_ADJ_MN_SHERBURNE","S_GRS_1980_Adj_MN_Sherburne","SPHEROID[""S_GRS_1980_Adj_MN_Sherburne"",6378443.325,298.2572221008827]","GRS 1980 Adj. Minnesota Sherburne","Esri","9.0.0","no"
107772,107772,"PE_S_GRS_1980_ADJ_MN_SIBLEY","S_GRS_1980_Adj_MN_Sibley","SPHEROID[""S_GRS_1980_Adj_MN_Sibley"",6378414.369,298.2572221008827]","GRS 1980 Adj. Minnesota Sibley","Esri","9.0.0","no"
107773,107773,"PE_S_GRS_1980_ADJ_MN_STEARNS","S_GRS_1980_Adj_MN_Stearns","SPHEROID[""S_GRS_1980_Adj_MN_Stearns"",6378502.761,298.2572221008827]","GRS 1980 Adj. Minnesota Stearns","Esri","9.0.0","no"
107774,107774,"PE_S_GRS_1980_ADJ_MN_STEELE","S_GRS_1980_Adj_MN_Steele","SPHEROID[""S_GRS_1980_Adj_MN_Steele"",6378481.425,298.2572221008827]","GRS 1980 Adj. Minnesota Steele","Esri","9.0.0","no"
107775,107775,"PE_S_GRS_1980_ADJ_MN_STEVENS","S_GRS_1980_Adj_MN_Stevens","SPHEROID[""S_GRS_1980_Adj_MN_Stevens"",6378502.761,298.2572221008827]","GRS 1980 Adj. Minnesota Stevens","Esri","9.0.0","no"
107776,107776,"PE_S_GRS_1980_ADJ_MN_SWIFT","S_GRS_1980_Adj_MN_Swift","SPHEROID[""S_GRS_1980_Adj_MN_Swift"",6378470.757,298.2572221008827]","GRS 1980 Adj. Minnesota Swift","Esri","9.0.0","no"
107777,107777,"PE_S_GRS_1980_ADJ_MN_TODD","S_GRS_1980_Adj_MN_Todd","SPHEROID[""S_GRS_1980_Adj_MN_Todd"",6378548.481,298.2572221008827]","GRS 1980 Adj. Minnesota Todd","Esri","9.0.0","no"
107778,107778,"PE_S_GRS_1980_ADJ_MN_TRAVERSE","S_GRS_1980_Adj_MN_Traverse","SPHEROID[""S_GRS_1980_Adj_MN_Traverse"",6378463.746,298.2572221008827]","GRS 1980 Adj. Minnesota Traverse","Esri","9.0.0","no"
107779,107779,"PE_S_GRS_1980_ADJ_MN_WABASHA","S_GRS_1980_Adj_MN_Wabasha","SPHEROID[""S_GRS_1980_Adj_MN_Wabasha"",6378426.561,298.2572221008827]","GRS 1980 Adj. Minnesota Wabasha","Esri","9.0.0","no"
107780,107780,"PE_S_GRS_1980_ADJ_MN_WADENA","S_GRS_1980_Adj_MN_Wadena","SPHEROID[""S_GRS_1980_Adj_MN_Wadena"",6378546.957,298.2572221008827]","GRS 1980 Adj. Minnesota Wadena","Esri","9.0.0","no"
107781,107781,"PE_S_GRS_1980_ADJ_MN_WASECA","S_GRS_1980_Adj_MN_Waseca","SPHEROID[""S_GRS_1980_Adj_MN_Waseca"",6378481.425,298.2572221008827]","GRS 1980 Adj. Minnesota Waseca","Esri","9.0.0","no"
107782,107782,"PE_S_GRS_1980_ADJ_MN_WATONWAN","S_GRS_1980_Adj_MN_Watonwan","SPHEROID[""S_GRS_1980_Adj_MN_Watonwan"",6378514.953,298.2572221008827]","GRS 1980 Adj. Minnesota Watonwan","Esri","9.0.0","no"
107783,107783,"PE_S_GRS_1980_ADJ_MN_WINONA","S_GRS_1980_Adj_MN_Winona","SPHEROID[""S_GRS_1980_Adj_MN_Winona"",6378453.688,298.2572221008827]","GRS 1980 Adj. Minnesota Winona","Esri","9.0.0","no"
107784,107784,"PE_S_GRS_1980_ADJ_MN_WRIGHT","S_GRS_1980_Adj_MN_Wright","SPHEROID[""S_GRS_1980_Adj_MN_Wright"",6378443.325,298.2572221008827]","GRS 1980 Adj. Minnesota Wright","Esri","9.0.0","no"
107785,107785,"PE_S_GRS_1980_ADJ_MN_YELLOW_MEDICINE","S_GRS_1980_Adj_MN_Yellow_Medicine","SPHEROID[""S_GRS_1980_Adj_MN_Yellow_Medicine"",6378530.193,298.2572221008827]","GRS 1980 Adj. Minnesota Yellow Medicine","Esri","9.0.0","no"
107786,107786,"PE_S_GRS_1980_ADJ_MN_ST_LOUIS","S_GRS_1980_Adj_MN_St_Louis","SPHEROID[""S_GRS_1980_Adj_MN_St_Louis"",6378523.0,298.2752724]","GRS 1980 Adj. Minnesota St. Louis","Esri","10.0.0","no"
107800,107800,"PE_S_GRS_1980_ADJ_WI_AL","GRS_1980_Adj_WI_AL","SPHEROID[""GRS_1980_Adj_WI_AL"",6378471.92,298.272883775229]","GRS 1980 Adj. Wisconsin Ashland","Esri","9.0.0","yes"
107801,107801,"PE_S_GRS_1980_ADJ_WI_BA","GRS_1980_Adj_WI_BA","SPHEROID[""GRS_1980_Adj_WI_BA"",6378472.931,298.272931052052]","GRS 1980 Adj. Wisconsin Barron","Esri","9.0.0","yes"
107802,107802,"PE_S_GRS_1980_ADJ_WI_BF","GRS_1980_Adj_WI_BF","SPHEROID[""GRS_1980_Adj_WI_BF"",6378411.351,298.270051421254]","GRS 1980 Adj. Wisconsin Bayfield","Esri","9.0.0","yes"
107803,107803,"PE_S_GRS_1980_ADJ_WI_BR","GRS_1980_Adj_WI_BR","SPHEROID[""GRS_1980_Adj_WI_BR"",6378137.0,298.257222100225]","GRS 1980 Adj. Wisconsin Brown","Esri","9.0.0","yes"
107804,107804,"PE_S_GRS_1980_ADJ_WI_BU","GRS_1980_Adj_WI_BU","SPHEROID[""GRS_1980_Adj_WI_BU"",6378380.991,298.268631713702]","GRS 1980 Adj. Wisconsin Buffalo","Esri","9.0.0","yes"
107805,107805,"PE_S_GRS_1980_ADJ_WI_BN","GRS_1980_Adj_WI_BN","SPHEROID[""GRS_1980_Adj_WI_BN"",6378414.96,298.270220186885]","GRS 1980 Adj. Wisconsin Burnett","Esri","9.0.0","yes"
107806,107806,"PE_S_GRS_1980_ADJ_WI_CP","GRS_1980_Adj_WI_CP","SPHEROID[""GRS_1980_Adj_WI_CP"",6378412.542,298.270107115315]","GRS 1980 Adj. Wisconsin Chippewa","Esri","9.0.0","no"
107807,107807,"PE_S_GRS_1980_ADJ_WI_CK","GRS_1980_Adj_WI_CK","SPHEROID[""GRS_1980_Adj_WI_CK"",6378470.401,298.272812743089]","GRS 1980 Adj. Wisconsin Clark","Esri","9.0.0","yes"
107808,107808,"PE_S_GRS_1980_ADJ_WI_CO","GRS_1980_Adj_WI_CO","SPHEROID[""GRS_1980_Adj_WI_CO"",6378376.331,298.268413800752]","GRS 1980 Adj. Wisconsin Columbia","Esri","9.0.0","yes"
107809,107809,"PE_S_GRS_1980_ADJ_WI_CR","GRS_1980_Adj_WI_CR","SPHEROID[""GRS_1980_Adj_WI_CR"",6378379.031,298.268540059328]","GRS 1980 Adj. Wisconsin Crawford","Esri","9.0.0","yes"
107810,107810,"PE_S_GRS_1980_ADJ_WI_DN","GRS_1980_Adj_WI_DN","SPHEROID[""GRS_1980_Adj_WI_DN"",6378407.621,298.269876997368]","GRS 1980 Adj. Wisconsin Dane","Esri","9.0.0","yes"
107811,107811,"PE_S_GRS_1980_ADJ_WI_DR","GRS_1980_Adj_WI_DR","SPHEROID[""GRS_1980_Adj_WI_DR"",6378313.92,298.26549531037]","GRS 1980 Adj. Wisconsin Door","Esri","9.0.0","yes"
107812,107812,"PE_S_GRS_1980_ADJ_WI_DG","GRS_1980_Adj_WI_DG","SPHEROID[""GRS_1980_Adj_WI_DG"",6378414.93,298.270218784012]","GRS 1980 Adj. Wisconsin Douglas","Esri","9.0.0","yes"
107813,107813,"PE_S_GRS_1980_ADJ_WI_DU","GRS_1980_Adj_WI_DU","SPHEROID[""GRS_1980_Adj_WI_DU"",6378413.021,298.270129514522]","GRS 1980 Adj. Wisconsin Dunn","Esri","9.0.0","yes"
107814,107814,"PE_S_GRS_1980_ADJ_WI_EC","GRS_1980_Adj_WI_EC","SPHEROID[""GRS_1980_Adj_WI_EC"",6378380.381,298.268603188617]","GRS 1980 Adj. Wisconsin EauClaire","Esri","9.0.0","yes"
107815,107815,"PE_S_GRS_1980_ADJ_WI_FN","GRS_1980_Adj_WI_FN","SPHEROID[""GRS_1980_Adj_WI_FN"",6378530.851,298.275639532334]","GRS 1980 Adj. Wisconsin Florence","Esri","9.0.0","yes"
107816,107816,"PE_S_GRS_1980_ADJ_WI_FR","GRS_1980_Adj_WI_FR","SPHEROID[""GRS_1980_Adj_WI_FR"",6378591.521,298.278476609315]","GRS 1980 Adj. Wisconsin Forest","Esri","9.0.0","yes"
107817,107817,"PE_S_GRS_1980_ADJ_WI_GT","GRS_1980_Adj_WI_GT","SPHEROID[""GRS_1980_Adj_WI_GT"",6378378.881,298.268533044963]","GRS 1980 Adj. Wisconsin Grant","Esri","9.0.0","yes"
107818,107818,"PE_S_GRS_1980_ADJ_WI_IA","GRS_1980_Adj_WI_IA","SPHEROID[""GRS_1980_Adj_WI_IA"",6378408.041,298.269896637591]","GRS 1980 Adj. Wisconsin Iowa","Esri","9.0.0","yes"
107819,107819,"PE_S_GRS_1980_ADJ_WI_IR","GRS_1980_Adj_WI_IR","SPHEROID[""GRS_1980_Adj_WI_IR"",6378655.071,298.281448362111]","GRS 1980 Adj. Wisconsin Iron","Esri","9.0.0","yes"
107820,107820,"PE_S_GRS_1980_ADJ_WI_JA","GRS_1980_Adj_WI_JA","SPHEROID[""GRS_1980_Adj_WI_JA"",6378409.151,298.269948543895]","GRS 1980 Adj. Wisconsin Jackson","Esri","9.0.0","yes"
107821,107821,"PE_S_GRS_1980_ADJ_WI_LC","GRS_1980_Adj_WI_LC","SPHEROID[""GRS_1980_Adj_WI_LC"",6378379.301,298.268552685186]","GRS 1980 Adj. Wisconsin LaCrosse","Esri","9.0.0","yes"
107822,107822,"PE_S_GRS_1980_ADJ_WI_LG","GRS_1980_Adj_WI_LG","SPHEROID[""GRS_1980_Adj_WI_LG"",6378560.121,298.277008268831]","GRS 1980 Adj. Wisconsin Langlade","Esri","9.0.0","yes"
107823,107823,"PE_S_GRS_1980_ADJ_WI_LN","GRS_1980_Adj_WI_LN","SPHEROID[""GRS_1980_Adj_WI_LN"",6378531.821,298.275684891897]","GRS 1980 Adj. Wisconsin Lincoln","Esri","9.0.0","yes"
107824,107824,"PE_S_GRS_1980_ADJ_WI_MA","GRS_1980_Adj_WI_MA","SPHEROID[""GRS_1980_Adj_WI_MA"",6378500.6,298.274224921888]","GRS 1980 Adj. Wisconsin Marathon","Esri","9.0.0","yes"
107825,107825,"PE_S_GRS_1980_ADJ_WI_MN","GRS_1980_Adj_WI_MN","SPHEROID[""GRS_1980_Adj_WI_MN"",6378376.041,298.268400239645]","GRS 1980 Adj. Wisconsin Marinette","Esri","9.0.0","yes"
107826,107826,"PE_S_GRS_1980_ADJ_WI_ME","GRS_1980_Adj_WI_ME","SPHEROID[""GRS_1980_Adj_WI_ME"",6378406.601,298.269829299684]","GRS 1980 Adj. Wisconsin Menominee","Esri","9.0.0","yes"
107827,107827,"PE_S_GRS_1980_ADJ_WI_MR","GRS_1980_Adj_WI_MR","SPHEROID[""GRS_1980_Adj_WI_MR"",6378438.991,298.27134393498]","GRS 1980 Adj. Wisconsin Monroe","Esri","9.0.0","yes"
107828,107828,"PE_S_GRS_1980_ADJ_WI_OC","GRS_1980_Adj_WI_OC","SPHEROID[""GRS_1980_Adj_WI_OC"",6378345.42,298.266968327098]","GRS 1980 Adj. Wisconsin Oconto","Esri","9.0.0","yes"
107829,107829,"PE_S_GRS_1980_ADJ_WI_ON","GRS_1980_Adj_WI_ON","SPHEROID[""GRS_1980_Adj_WI_ON"",6378593.86,298.278585986653]","GRS 1980 Adj. Wisconsin Oneida","Esri","9.0.0","yes"
107830,107830,"PE_S_GRS_1980_ADJ_WI_PK","GRS_1980_Adj_WI_PK","SPHEROID[""GRS_1980_Adj_WI_PK"",6378413.671,298.270159910105]","GRS 1980 Adj. Wisconsin Polk","Esri","9.0.0","yes"
107831,107831,"PE_S_GRS_1980_ADJ_WI_PT","GRS_1980_Adj_WI_PT","SPHEROID[""GRS_1980_Adj_WI_PT"",6378344.377,298.266919538913]","GRS 1980 Adj. Wisconsin Portage","Esri","9.0.0","yes"
107832,107832,"PE_S_GRS_1980_ADJ_WI_PR","GRS_1980_Adj_WI_PR","SPHEROID[""GRS_1980_Adj_WI_PR"",6378563.891,298.277184563214]","GRS 1980 Adj. Wisconsin Price","Esri","9.0.0","yes"
107833,107833,"PE_S_GRS_1980_ADJ_WI_RC","GRS_1980_Adj_WI_RC","SPHEROID[""GRS_1980_Adj_WI_RC"",6378408.091,298.269898975713]","GRS 1980 Adj. Wisconsin Richland","Esri","9.0.0","yes"
107834,107834,"PE_S_GRS_1980_ADJ_WI_RK","GRS_1980_Adj_WI_RK","SPHEROID[""GRS_1980_Adj_WI_RK"",6378377.671,298.268476462415]","GRS 1980 Adj. Wisconsin Rock","Esri","9.0.0","yes"
107835,107835,"PE_S_GRS_1980_ADJ_WI_RS","GRS_1980_Adj_WI_RS","SPHEROID[""GRS_1980_Adj_WI_RS"",6378472.751,298.272922634813]","GRS 1980 Adj. Wisconsin Rusk","Esri","9.0.0","yes"
107836,107836,"PE_S_GRS_1980_ADJ_WI_SC","GRS_1980_Adj_WI_SC","SPHEROID[""GRS_1980_Adj_WI_SC"",6378412.511,298.270105665679]","GRS 1980 Adj. Wisconsin StCroix","Esri","9.0.0","yes"
107837,107837,"PE_S_GRS_1980_ADJ_WI_SK","GRS_1980_Adj_WI_SK","SPHEROID[""GRS_1980_Adj_WI_SK"",6378407.281,298.26986109814]","GRS 1980 Adj. Wisconsin Sauk","Esri","9.0.0","yes"
107838,107838,"PE_S_GRS_1980_ADJ_WI_SW","GRS_1980_Adj_WI_SW","SPHEROID[""GRS_1980_Adj_WI_SW"",6378534.451,298.275807877103]","GRS 1980 Adj. Wisconsin Sawyer","Esri","9.0.0","yes"
107839,107839,"PE_S_GRS_1980_ADJ_WI_SH","GRS_1980_Adj_WI_SH","SPHEROID[""GRS_1980_Adj_WI_SH"",6378406.051,298.269803580344]","GRS 1980 Adj. Wisconsin Shawano","Esri","9.0.0","yes"
107840,107840,"PE_S_GRS_1980_ADJ_WI_TA","GRS_1980_Adj_WI_TA","SPHEROID[""GRS_1980_Adj_WI_TA"",6378532.921,298.275736330576]","GRS 1980 Adj. Wisconsin Taylor","Esri","9.0.0","yes"
107841,107841,"PE_S_GRS_1980_ADJ_WI_TR","GRS_1980_Adj_WI_TR","SPHEROID[""GRS_1980_Adj_WI_TR"",6378380.091,298.26858962751]","GRS 1980 Adj. Wisconsin Trempealeau","Esri","9.0.0","yes"
107842,107842,"PE_S_GRS_1980_ADJ_WI_VR","GRS_1980_Adj_WI_VR","SPHEROID[""GRS_1980_Adj_WI_VR"",6378408.941,298.269938723784]","GRS 1980 Adj. Wisconsin Vernon","Esri","9.0.0","yes"
107843,107843,"PE_S_GRS_1980_ADJ_WI_VI","GRS_1980_Adj_WI_VI","SPHEROID[""GRS_1980_Adj_WI_VI"",6378624.171,298.280003402845]","GRS 1980 Adj. Wisconsin Vilas","Esri","9.0.0","yes"
107844,107844,"PE_S_GRS_1980_ADJ_WI_WW","GRS_1980_Adj_WI_WW","SPHEROID[""GRS_1980_Adj_WI_WW"",6378377.411,298.268464304182]","GRS 1980 Adj. Wisconsin Walworth","Esri","9.0.0","yes"
107845,107845,"PE_S_GRS_1980_ADJ_WI_WB","GRS_1980_Adj_WI_WB","SPHEROID[""GRS_1980_Adj_WI_WB"",6378474.591,298.273008677695]","GRS 1980 Adj. Wisconsin Washburn","Esri","9.0.0","yes"
107846,107846,"PE_S_GRS_1980_ADJ_WI_WA","GRS_1980_Adj_WI_WA","SPHEROID[""GRS_1980_Adj_WI_WA"",6378407.141,298.269854551399]","GRS 1980 Adj. Wisconsin Washington","Esri","9.0.0","yes"
107847,107847,"PE_S_GRS_1980_ADJ_WI_WK","GRS_1980_Adj_WI_WK","SPHEROID[""GRS_1980_Adj_WI_WK"",6378376.871,298.268439052467]","GRS 1980 Adj. Wisconsin Waukesha","Esri","9.0.0","yes"
107848,107848,"PE_S_GRS_1980_ADJ_WI_WP","GRS_1980_Adj_WI_WP","SPHEROID[""GRS_1980_Adj_WI_WP"",6378375.251,298.268363297321]","GRS 1980 Adj. Wisconsin Waupaca","Esri","9.0.0","yes"
107849,107849,"PE_S_GRS_1980_ADJ_WI_WS","GRS_1980_Adj_WI_WS","SPHEROID[""GRS_1980_Adj_WI_WS"",6378405.971,298.269799839349]","GRS 1980 Adj. Wisconsin Waushara","Esri","9.0.0","yes"
107850,107850,"PE_S_GRS_1980_ADJ_WI_WD","GRS_1980_Adj_WI_WD","SPHEROID[""GRS_1980_Adj_WI_WD"",6378437.651,298.271281273316]","GRS 1980 Adj. Wisconsin Wood","Esri","9.0.0","yes"
107851,107851,"PE_S_GRS_1980_ADJ_WI_AD_JN","GRS_1980_Adj_WI_AD_JN","SPHEROID[""GRS_1980_Adj_WI_AD_JN"",6378376.271,298.268410995005]","GRS 1980 Adj. Wisconsin Adams and Juneau","Esri","9.0.0","yes"
107852,107852,"PE_S_GRS_1980_ADJ_WI_GR_LF","GRS_1980_Adj_WI_GR_LF","SPHEROID[""GRS_1980_Adj_WI_GR_LF"",6378408.481,298.269917213063]","GRS 1980 Adj. Wisconsin Green and Lafayette","Esri","9.0.0","yes"
107853,107853,"PE_S_GRS_1980_ADJ_WI_GL_MQ","GRS_1980_Adj_WI_GL_MQ","SPHEROID[""GRS_1980_Adj_WI_GL_MQ"",6378375.601,298.268379664173]","GRS 1980 Adj. Wisconsin Green Lake and Marquette","Esri","9.0.0","yes"
107854,107854,"PE_S_GRS_1980_ADJ_WI_DD_JF","GRS_1980_Adj_WI_DD_JF","SPHEROID[""GRS_1980_Adj_WI_DD_JF"",6378376.811,298.268436246721]","GRS 1980 Adj. Wisconsin Dodge and Jefferson","Esri","9.0.0","yes"
107855,107855,"PE_S_GRS_1980_ADJ_WI_PP_PC","GRS_1980_Adj_WI_PP_PC","SPHEROID[""GRS_1980_Adj_WI_PP_PC"",6378381.271,298.268644807185]","GRS 1980 Adj. Wisconsin Pepin and Pierce","Esri","9.0.0","yes"
107856,107856,"PE_S_GRS_1980_ADJ_WI_CL_FL_OG_WN","GRS_1980_Adj_WI_CL_FL_OG_WN","SPHEROID[""GRS_1980_Adj_WI_CL_FL_OG_WN"",6378345.09,298.266952895494]","GRS 1980 Adj. Wisconsin Calumet, Fond du Lac, Outagamie, and Winnebago","Esri","9.0.0","yes"
107857,107857,"PE_S_GRS_1980_ADJ_WI_KN_MW_OZ_RA","GRS_1980_Adj_WI_KN_MW_OZ_RA","SPHEROID[""GRS_1980_Adj_WI_KN_MW_OZ_RA"",6378315.7,298.265578547505]","GRS 1980 Adj. Wisconsin Kenosha, Milwaukee, Ozaukee, and Racine","Esri","9.0.0","yes"
107858,107858,"PE_S_GRS_1980_ADJ_WI_KW_MT_SG","GRS_1980_Adj_WI_KW_MT_SG","SPHEROID[""GRS_1980_Adj_WI_KW_MT_SG"",6378285.86,298.264183156421]","GRS 1980 Adj. Wisconsin Kewaunee, Manitowoc, and Sheboygan","Esri","9.0.0","yes"
107900,107900,"PE_S_XT_MERCURY_2000","Mercury_2000_IAU_IAG","SPHEROID[""Mercury_2000_IAU_IAG"",2439700.0,0.0]","Mercury","Esri","9.0.0","no"
107901,107901,"PE_S_XT_VENUS_1985","Venus_1985_IAU_IAG_COSPAR","SPHEROID[""Venus_1985_IAU_IAG_COSPAR"",6051000.0,0.0]","Venus 1985","Esri","9.0.0","no"
107902,107902,"PE_S_XT_VENUS_2000","Venus_2000_IAU_IAG","SPHEROID[""Venus_2000_IAU_IAG"",6051800.0,0.0]","Venus 2000","Esri","9.0.0","no"
107903,107903,"PE_S_XT_MOON_2000","Moon_2000_IAU_IAG","SPHEROID[""Moon_2000_IAU_IAG"",1737400.0,0.0]","The Moon","Esri","9.0.0","no"
107904,107904,"PE_S_XT_MARS_1979","Mars_1979_IAU_IAG","SPHEROID[""Mars_1979_IAU_IAG"",3393400.0,192.0430107526882]","Mars 1979","Esri","9.0.0","no"
107905,107905,"PE_S_XT_MARS_2000","Mars_2000_IAU_IAG","SPHEROID[""Mars_2000_IAU_IAG"",3396190.0,169.8944472236118]","Mars 2000","Esri","9.0.0","no"
107906,107906,"PE_S_XT_DEIMOS_2000","Deimos_2000_IAU_IAG","SPHEROID[""Deimos_2000_IAU_IAG"",6200.0,0.0]","Mars - Deimos","Esri","9.0.0","no"
107907,107907,"PE_S_XT_PHOBOS_2000","Phobos_2000_IAU_IAG","SPHEROID[""Phobos_2000_IAU_IAG"",11100.0,0.0]","Mars - Phobos","Esri","9.0.0","no"
107908,107908,"PE_S_XT_JUPITER_2000","Jupiter_2000_IAU_IAG","SPHEROID[""Jupiter_2000_IAU_IAG"",71492000.0,15.41440275981026]","Jupiter","Esri","9.0.0","no"
107909,107909,"PE_S_XT_ADRASTEA_2000","Adrastea_2000_IAU_IAG","SPHEROID[""Adrastea_2000_IAU_IAG"",8200.0,0.0]","Jupiter - Adrastea","Esri","9.0.0","no"
107910,107910,"PE_S_XT_AMALTHEA_2000","Amalthea_2000_IAU_IAG","SPHEROID[""Amalthea_2000_IAU_IAG"",83500.0,0.0]","Jupiter - Amalthea","Esri","9.0.0","no"
107911,107911,"PE_S_XT_ANANKE_2000","Ananke_2000_IAU_IAG","SPHEROID[""Ananke_2000_IAU_IAG"",10000.0,0.0]","Jupiter - Ananke","Esri","9.0.0","no"
107912,107912,"PE_S_XT_CALLISTO_2000","Callisto_2000_IAU_IAG","SPHEROID[""Callisto_2000_IAU_IAG"",2409300.0,0.0]","Jupiter - Callisto","Esri","9.0.0","no"
107913,107913,"PE_S_XT_CARME_2000","Carme_2000_IAU_IAG","SPHEROID[""Carme_2000_IAU_IAG"",15000.0,0.0]","Jupiter - Carme","Esri","9.0.0","no"
107914,107914,"PE_S_XT_ELARA_2000","Elara_2000_IAU_IAG","SPHEROID[""Elara_2000_IAU_IAG"",40000.0,0.0]","Jupiter - Elara","Esri","9.0.0","no"
107915,107915,"PE_S_XT_EUROPA_2000","Europa_2000_IAU_IAG","SPHEROID[""Europa_2000_IAU_IAG"",1562090.0,0.0]","Jupiter - Europa","Esri","9.0.0","no"
107916,107916,"PE_S_XT_GANYMEDE_2000","Ganymede_2000_IAU_IAG","SPHEROID[""Ganymede_2000_IAU_IAG"",2632345.0,0.0]","Jupiter - Ganymede","Esri","9.0.0","no"
107917,107917,"PE_S_XT_HIMALIA_2000","Himalia_2000_IAU_IAG","SPHEROID[""Himalia_2000_IAU_IAG"",85000.0,0.0]","Jupiter - Himalia","Esri","9.0.0","no"
107918,107918,"PE_S_XT_IO_2000","Io_2000_IAU_IAG","SPHEROID[""Io_2000_IAU_IAG"",1821460.0,0.0]","Jupiter - Io","Esri","9.0.0","no"
107919,107919,"PE_S_XT_LEDA_2000","Leda_2000_IAU_IAG","SPHEROID[""Leda_2000_IAU_IAG"",5000.0,0.0]","Jupiter - Leda","Esri","9.0.0","no"
107920,107920,"PE_S_XT_LYSITHEA_2000","Lysithea_2000_IAU_IAG","SPHEROID[""Lysithea_2000_IAU_IAG"",12000.0,0.0]","Jupiter - Lysithea","Esri","9.0.0","no"
107921,107921,"PE_S_XT_METIS_2000","Metis_2000_IAU_IAG","SPHEROID[""Metis_2000_IAU_IAG"",30000.0,3.0]","Jupiter - Metis","Esri","9.0.0","no"
