wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,epoch,model
6183,6183,"PE_VCS_SANTA_CRUZ_DA_GRACIOSA_HT","Santa_Cruz_da_Graciosa_height","VERTCS[""Santa_Cruz_da_Graciosa_height"",VDATUM[""Santa_Cruz_da_Graciosa""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Santa_Cruz_da_Graciosa_height"",VDATUM[""Santa_Cruz_da_Graciosa""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Santa Cruz da Graciosa (height)","EPSG","8.2(10.2.1)","no","Portugal - Azores C - Graciosa onshore",38.97,39.14,-28.13,-27.88,,""
6184,6184,"PE_VCS_CAIS_DA_FIGUEIRINHA_HT","Cais_da_Figueirinha-Angra_do_Heroismo_height","VERTCS[""Cais_da_Figueirinha-Angra_do_Heroismo_height"",VDATUM[""Cais_da_Figueirinha-Angra_do_Heroismo""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Cais_da_Figueirinha-Angra_do_Heroismo_height"",VDATUM[""Cais_da_Figueirinha-Angra_do_Heroismo""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Cais da Figueirinha - Angra do Heroismo (height)","EPSG","8.2(10.2.1)","no","Portugal - Azores C - Terceira onshore",38.57,38.86,-27.44,-26.97,,""
6185,6185,"PE_VCS_SANTA_CRUZ_DAS_FLORES_HT","Santa_Cruz_das_Flores_height","VERTCS[""Santa_Cruz_das_Flores_height"",VDATUM[""Santa_Cruz_das_Flores""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Santa_Cruz_das_Flores_height"",VDATUM[""Santa_Cruz_das_Flores""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Santa Cruz das Flores (height)","EPSG","8.2(10.2.1)","no","Portugal - Azores W - onshore",39.3,39.77,-31.34,-31.02,,""
6186,6186,"PE_VCS_CAIS_DA_VILA_DO_PORTO_HT","Cais_da_Vila_do_Porto_height","VERTCS[""Cais_da_Vila_do_Porto_height"",VDATUM[""Cais_da_Vila_do_Porto""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Cais_da_Vila_do_Porto_height"",VDATUM[""Cais_da_Vila_do_Porto""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Cais da Vila do Porto (height)","EPSG","8.2(10.2.1)","no","Portugal - Azores E onshore - Santa Maria and Formigas",36.87,37.34,-25.26,-24.72,,""
6187,6187,"PE_VCS_PONTA_DELGADA_HT","Ponta_Delgada_height","VERTCS[""Ponta_Delgada_height"",VDATUM[""Ponta_Delgada""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Ponta_Delgada_height"",VDATUM[""Ponta_Delgada""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Ponta Delgada (height)","EPSG","8.2(10.2.1)","no","Portugal - Azores E - S Miguel onshore",37.65,37.96,-25.92,-25.08,,""
6357,6357,"PE_VCS_NAVD88_D","NAVD88_depth","VERTCS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]","NAVD88 depth","EPSG","8.2.7(10.3.1)","no","North America - Mexico and USA - onshore",14.51,71.4,172.42,-66.91,,""
6358,6358,"PE_VCS_NAVD88_D_USFT","NAVD88_depth_(ftUS)","VERTCS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]]","VERTCRS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]","NAVD88 depth (ftUS)","EPSG","8.2.7(10.3.1)","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,,""
6359,6359,"PE_VCS_NGVD29_D","NGVD29_depth","VERTCS[""NGVD29_depth"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]]","VERTCRS[""NGVD29_depth"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]","NGVD29 depth","EPSG","8.2.7(10.3.1)","no","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,,""
6360,6360,"PE_VCS_NAVD88_HT_USFT","NAVD88_height_(ftUS)","VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]]","VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]","NAVD88 height (ftUS) - aliased to 105703","EPSG","8.2.7(10.5.1)","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,,""
6638,6638,"PE_VCS_TUTUILA_1962_HT","Tutuila_1962_height","VERTCS[""Tutuila_1962_height"",VDATUM[""Tutuila_Vertical_Datum_of_1962""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Tutuila_1962_height"",VDATUM[""Tutuila_Vertical_Datum_of_1962""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Tutuila 1962 height","EPSG","8.2.10(10.3.1)","no","American Samoa - Tutuila island",-14.43,-14.2,-170.88,-170.51,,""
6639,6639,"PE_VCS_GUAM_1963_HT","Guam_1963_height","VERTCS[""Guam_1963_height"",VDATUM[""Guam_Vertical_Datum_of_1963""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Guam_1963_height"",VDATUM[""Guam_Vertical_Datum_of_1963""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Guam 1963 height","EPSG","8.2.10(10.3.1)","no","Guam - onshore",13.18,13.7,144.58,145.01,,""
6640,6640,"PE_VCS_NMVD03_HT","NMVD03_height","VERTCS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NMVD03 height","EPSG","8.2.10(10.3.1)","no","Northern Mariana Islands - Rota, Saipan and Tinian",14.06,15.35,145.06,145.89,,""
6641,6641,"PE_VCS_PRVD02_HT","PRVD02_height","VERTCS[""PRVD02_height"",VDATUM[""Puerto_Rico_Vertical_Datum_of_2002""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""PRVD02_height"",VDATUM[""Puerto_Rico_Vertical_Datum_of_2002""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","PRVD02 height","EPSG","8.2.10(10.3.1)","no","Puerto Rico - onshore",17.87,18.57,-67.97,-65.19,,""
6642,6642,"PE_VCS_VIVD09_HT","VIVD09_height","VERTCS[""VIVD09_height"",VDATUM[""Virgin_Islands_Vertical_Datum_of_2009""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""VIVD09_height"",VDATUM[""Virgin_Islands_Vertical_Datum_of_2009""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","VIVD09 height","EPSG","8.2.10(10.3.1)","no","Virgin Islands, US - onshore",17.62,18.44,-65.09,-64.51,,""
6643,6643,"PE_VCS_ASVD02_HT","ASVD02_height","VERTCS[""ASVD02_height"",VDATUM[""American_Samoa_Vertical_Datum_of_2002""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ASVD02_height"",VDATUM[""American_Samoa_Vertical_Datum_of_2002""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","ASVD02 height","EPSG","8.2.10(10.3.1)","no","American Samoa - Tutuila island",-14.43,-14.2,-170.88,-170.51,,""
6644,6644,"PE_VCS_GUVD04_HT","GUVD04_height","VERTCS[""GUVD04_height"",VDATUM[""Guam_Vertical_Datum_of_2004""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GUVD04_height"",VDATUM[""Guam_Vertical_Datum_of_2004""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","GUVD04 height","EPSG","8.2.10(10.3.1)","no","Guam - onshore",13.18,13.7,144.58,145.01,,""
6647,6647,"PE_VCS_CGVD2013_HT","CGVD2013_height","VERTCS[""CGVD2013_height"",VDATUM[""Canadian_Geodetic_Vertical_Datum_of_2013""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""CGVD2013_height"",VDATUM[""Canadian_Geodetic_Vertical_Datum_of_2013""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","CGVD2013 height","EPSG","8.3.3(10.3.1)","no","Canada",38.21,86.46,-141.01,-40.73,,""
6693,6693,"PE_VCS_JSLD72_HT","JSLD72_height","VERTCS[""JSLD72_height"",VDATUM[""Japanese_Standard_Levelling_Datum_1972""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JSLD72_height"",VDATUM[""Japanese_Standard_Levelling_Datum_1972""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","JSLD72 height","EPSG","8.4(10.3.1)","no","Japan - onshore - Hokkaido",41.34,45.54,139.7,145.87,,""
6694,6694,"PE_VCS_JGD_2000_HT","JGD2000_vertical_height","VERTCS[""JGD2000_vertical_height"",VDATUM[""Japanese_Geodetic_Datum_2000_vertical""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JGD2000_vertical_height"",VDATUM[""Japanese_Geodetic_Datum_2000_vertical""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Japanese Geodetic Datum 2000 (vertical) height","EPSG","8.4(10.3.1)","no","Japan - onshore mainland",30.94,45.54,129.3,145.87,,""
6695,6695,"PE_VCS_JGD_2011_HT","JGD2011_vertical_height","VERTCS[""JGD2011_vertical_height"",VDATUM[""Japanese_Geodetic_Datum_2011_vertical""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JGD2011_vertical_height"",VDATUM[""Japanese_Geodetic_Datum_2011_vertical""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Japanese Geodetic Datum 2011 (vertical) height","EPSG","8.4(10.3.1)","no","Japan - onshore mainland",30.94,45.54,129.3,145.87,,""
6916,6916,"PE_VCS_SHD_HT","SHD_height","VERTCS[""SHD_height"",VDATUM[""Singapore_Height_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SHD_height"",VDATUM[""Singapore_Height_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","SHD height","EPSG","8.5.1(10.3.1)","no","Singapore",1.13,1.47,103.59,104.07,,""
7446,7446,"PE_VCS_FAMAGUSTA_1960_HT","Famagusta_1960_(height)","VERTCS[""Famagusta_1960_(height)"",VDATUM[""Famagusta_1960""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Famagusta_1960_(height)"",VDATUM[""Famagusta_1960""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Cyprus - Famagusta (height)","EPSG","8.8(10.5.0)","no","Cyprus - onshore",34.59,35.74,32.2,34.65,,""
7447,7447,"PE_VCS_PNG08_HT","PNG08_(height)","VERTCS[""PNG08_(height)"",VDATUM[""Papua_New_Guinea_2008""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""PNG08_(height)"",VDATUM[""Papua_New_Guinea_2008""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Papua New Guinea 2008 (height)","EPSG","8.8(10.5.0)","no","Papua New Guinea - 0~N to 12~S and 140~E to 158~E",-12.0,0.01,140.0,158.01,,""
7651,7651,"PE_VCS_KUMUL_34_HT","Kumul_34_(height)","VERTCS[""Kumul_34_(height)"",VDATUM[""Kumul_34""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Kumul_34_(height)"",VDATUM[""Kumul_34""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","PNG - Kumul 34 (height)","EPSG","8.8(10.5.0)","no","Papua New Guinea - PFTB",-8.28,-5.59,142.24,144.75,,""
7652,7652,"PE_VCS_KIUNGA_HT","Kiunga_(height)","VERTCS[""Kiunga_(height)"",VDATUM[""Kiunga""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Kiunga_(height)"",VDATUM[""Kiunga""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","PNG - Kiunga (height)","EPSG","8.8(10.5.0)","no","Papua New Guinea - onshore south of 5~S and west of 144~E",-9.35,-5.0,140.85,144.01,,""
7699,7699,"PE_VCS_DHHN12_HT","DHHN12_(height)","VERTCS[""DHHN12_(height)"",VDATUM[""Deutsches_Haupthoehennetz_1912""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""DHHN12_(height)"",VDATUM[""Deutsches_Haupthoehennetz_1912""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Germany - DHHN12 (height)","EPSG","8.8.1(10.5.0)","no","Germany - onshore",47.27,55.09,5.86,15.04,,""
7700,7700,"PE_VCS_LATVIA_2000_HT","Latvia_2000_(height)","VERTCS[""Latvia_2000_(height)"",VDATUM[""Latvian_Height_System_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Latvia_2000_(height)"",VDATUM[""Latvian_Height_System_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Latvia 2000 (height)","EPSG","8.8.1(10.5.0)","no","Latvia - onshore",55.67,58.09,20.87,28.24,,""
7707,7707,"PE_VCS_ODN_OFFSHORE_HT","ODN_(Offshore)_(height)","VERTCS[""ODN_(Offshore)_(height)"",VDATUM[""Ordnance_Datum_Newlyn_(Offshore)""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ODN_(Offshore)_(height)"",VDATUM[""Ordnance_Datum_Newlyn_(Offshore)""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","ODN (Offshore) (height)","EPSG","8.9.3(10.5.0)","no","UK - offshore 49~45'N to 61~N, 9~W to 2~E",49.75,61.01,-9.01,2.01,,""
7832,7832,"PE_VCS_POM96_HT","POM96_height","VERTCS[""POM96_height"",VDATUM[""Port_Moresby_1996""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""POM96_height"",VDATUM[""Port_Moresby_1996""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","POM96 (height)","EPSG","9.0(10.6.0)","no","Papua New Guinea - onshore - Central province and Gulf province east of 144~E",-10.42,-6.67,144.4,149.67,,""
7837,7837,"PE_VCS_DHHN2016_HT","DHHN2016_(height)","VERTCS[""DHHN2016_(height)"",VDATUM[""Deutsches_Haupthoehennetz_2016""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""DHHN2016_(height)"",VDATUM[""Deutsches_Haupthoehennetz_2016""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Germany - DHHN2016 (height)","EPSG","8.9.4(10.5.0)","no","Germany",47.27,55.92,3.34,15.04,,""
7839,7839,"PE_VCS_NZVD2016_HT","NZVD2016_height","VERTCS[""NZVD2016_height"",VDATUM[""New_Zealand_Vertical_Datum_2016""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NZVD2016_height"",VDATUM[""New_Zealand_Vertical_Datum_2016""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","New Zealand Vertical Datum 2016 (height)","EPSG","9.0(10.6.0)","no","New Zealand",-55.95,-25.88,160.6,-171.2,,""
7841,7841,"PE_VCS_POM08_HT","POM08_height","VERTCS[""POM08_height"",VDATUM[""Port_Moresby_2008""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""POM08_height"",VDATUM[""Port_Moresby_2008""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","POM08 (height)","EPSG","9.0(10.6.0)","no","Papua New Guinea - onshore - Central province and Gulf province east of 144~E",-10.42,-6.67,144.4,149.67,,""
7888,7888,"PE_VCS_JAMESTOWN_1971_HT","Jamestown_1971_height","VERTCS[""Jamestown_1971_height"",VDATUM[""Jamestown_1971""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Jamestown_1971_height"",VDATUM[""Jamestown_1971""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Jamestown 1971 (height)","EPSG","9.0(10.6.0)","no","St Helena - St Helena Island",-16.08,-15.85,-5.85,-5.59,,""
7889,7889,"PE_VCS_ST_HELENA_TRITAN_2011_HT","St_Helena_Tritan_2011_height","VERTCS[""St_Helena_Tritan_2011_height"",VDATUM[""St_Helena_Tritan_Vertical_Datum_2011""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""St_Helena_Tritan_2011_height"",VDATUM[""St_Helena_Tritan_Vertical_Datum_2011""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","St. Helena Tritan 2011 (height)","EPSG","9.0(10.6.0)","no","St Helena - St Helena Island",-16.08,-15.85,-5.85,-5.59,,""
7890,7890,"PE_VCS_SHVD2015_HT","SHVD2015_height","VERTCS[""SHVD2015_height"",VDATUM[""St_Helena_Vertical_Datum_2015""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SHVD2015_height"",VDATUM[""St_Helena_Vertical_Datum_2015""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","SHVD2015 (height)","EPSG","9.0(10.6.0)","no","St Helena - St Helena Island",-16.08,-15.85,-5.85,-5.59,,""
7962,7962,"PE_VCS_POOLBEG_HT_M","Poolbeg_height_(m)","VERTCS[""Poolbeg_height_(m)"",VDATUM[""Poolbeg""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Poolbeg_height_(m)"",VDATUM[""Poolbeg""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Poolbeg height (m)","EPSG","9.2(10.8.0)","no","Europe - Ireland (Republic and Ulster) - onshore",51.39,55.43,-10.56,-5.34,,""
7968,7968,"PE_VCS_NGVD29_HT_M","NGVD_1929_height_(m)","VERTCS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGVD 1929 height (m)","EPSG","9.2(10.8.0)","no","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,,""
7976,7976,"PE_VCS_HKPD_D","HKPD_depth","VERTCS[""HKPD_depth"",VDATUM[""Hong_Kong_Principal_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]]","VERTCRS[""HKPD_depth"",VDATUM[""Hong_Kong_Principal_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]","HKPD depth","EPSG","9.2(10.8.0)","no","China - Hong Kong - onshore",22.19,22.56,113.82,114.39,,""
7979,7979,"PE_VCS_KOC_WD_HT","KOC_WD_height","VERTCS[""KOC_WD_height"",VDATUM[""KOC_Well_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""KOC_WD_height"",VDATUM[""KOC_Well_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","KOC WD height","EPSG","9.2(10.8.0)","no","Kuwait - onshore",28.53,30.09,46.54,48.48,,""
8050,8050,"PE_VCS_MSL_HT_FT","MSL_height_(ftIntl)","VERTCS[""MSL_height_(ftIntl)"",VDATUM[""Mean_Sea_Level""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]]","VERTCRS[""MSL_height_(ftIntl)"",VDATUM[""Mean_Sea_Level""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]","MSL height (ft)","EPSG","9.2(10.8.0)","no","World",-90.0,90.0,-180.0,180.0,,""
8051,8051,"PE_VCS_MSL_D_FT","MSL_depth_(ftIntl)","VERTCS[""MSL_depth_(ftIntl)"",VDATUM[""Mean_Sea_Level""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot"",0.3048]]","VERTCRS[""MSL_depth_(ftIntl)"",VDATUM[""Mean_Sea_Level""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot"",0.3048]]]","MSL depth (ft)","EPSG","9.2(10.8.0)","no","World",-90.0,90.0,-180.0,180.0,,""
8052,8052,"PE_VCS_MSL_HT_FTUS","MSL_height_(ftUS)","VERTCS[""MSL_height_(ftUS)"",VDATUM[""Mean_Sea_Level""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]]","VERTCRS[""MSL_height_(ftUS)"",VDATUM[""Mean_Sea_Level""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]","MSL height (ftUS)","EPSG","9.2(10.8.0)","no","USA",15.56,74.71,167.65,-65.69,,""
8053,8053,"PE_VCS_MSL_D_FTUS","MSL_depth_(ftUS)","VERTCS[""MSL_depth_(ftUS)"",VDATUM[""Mean_Sea_Level""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]]","VERTCRS[""MSL_depth_(ftUS)"",VDATUM[""Mean_Sea_Level""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]","MSL depth (ftUS)","EPSG","9.2(10.8.0)","no","USA",15.56,74.71,167.65,-65.69,,""
8089,8089,"PE_VCS_ISH2004_HT","ISH2004_height","VERTCS[""ISH2004_height"",VDATUM[""Landshaedarkerfi_Islands_2004""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ISH2004_height"",VDATUM[""Landshaedarkerfi_Islands_2004""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","ISH2004 (height)","EPSG","9.1(10.6.0)","no","Iceland - onshore",63.24,66.62,-24.66,-13.38,,""
8228,8228,"PE_VCS_NAVD88_HT_IFT","NAVD88_height_(ftIntl)","VERTCS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]]","VERTCRS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]","NAVD88 height (ftIntl)","EPSG","9.2(10.8.0)","no","USA - onshore - AZ MI MT ND OR SC",31.33,49.01,-124.6,-78.52,,""
8266,8266,"PE_VCS_GVR2000_HT","GVR2000_height","VERTCS[""GVR2000_height"",VDATUM[""Greenland_Vertical_Reference_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GVR2000_height"",VDATUM[""Greenland_Vertical_Reference_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","GVR2000 height","EPSG","9.2(10.8.0)","no","Greenland - 59~N to 84~N",59.0,84.01,-75.0,-10.0,,""
