wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
110024,110024,"PE_VT_NAVD88_HT_TO_NAVD88_D","NAVD88_Height_To_Depth","VERTTRAN[""NAVD88_Height_To_Depth"",VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Height_To_Depth"",SOURCECRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]],METHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0],ID[""Esri"",""110024""]]","NAVD88 height to NAVD88 depth","Esri","12.8.0","no","North America - Mexico and USA - onshore",14.51,71.4,172.42,-66.91,0.0
110025,110025,"PE_VT_NAVD88_HT_USFT_TO_NAVD88_D_USFT","NAVD88_USFT_Height_To_Depth","VERTTRAN[""NAVD88_USFT_Height_To_Depth"",VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_USFT_Height_To_Depth"",SOURCECRS[VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],METHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0],ID[""Esri"",""110025""]]","NAVD88 height (USft) to NAVD88 depth (USft)","Esri","12.8.0","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,0.0
110026,110026,"PE_VT_NAVD88_HT_TO_NAVD88_HT_USFT","NAVD88_Height_(m)_To_USFT","VERTTRAN[""NAVD88_Height_(m)_To_USFT"",VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""Unit_Change""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Height_(m)_To_USFT"",SOURCECRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],METHOD[""Unit_Change""],OPERATIONACCURACY[0.0],ID[""Esri"",""110026""]]","NAVD88 height to NAVD88 height (USft)","Esri","12.8.0","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,0.0
110027,110027,"PE_VT_NAVD88_HT_TO_NAVD88_HT_IFT","NAVD88_Height_(m)_To_IFT","VERTTRAN[""NAVD88_Height_(m)_To_IFT"",VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]],VTMETHOD[""Unit_Change""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Height_(m)_To_IFT"",SOURCECRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]],METHOD[""Unit_Change""],OPERATIONACCURACY[0.0],ID[""Esri"",""110027""]]","NAVD88 height to NAVD88 height (Ift)","Esri","12.8.0","no","USA - onshore - AZ MI MT ND OR SC",31.33,49.01,-124.6,-78.52,0.0
110028,110028,"PE_VT_NAVD88_HT_USFT_TO_NAVD88_HT_IFT","NAVD88_Height_USFT_To_IFT","VERTTRAN[""NAVD88_Height_USFT_To_IFT"",VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]],VTMETHOD[""Unit_Change""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Height_USFT_To_IFT"",SOURCECRS[VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]],METHOD[""Unit_Change""],OPERATIONACCURACY[0.0],ID[""Esri"",""110028""]]","NAVD88 height (USft) to NAVD88 height (Ift)","Esri","12.8.0","no","USA - onshore - AZ MI MT ND OR SC",31.33,49.01,-124.6,-78.52,0.0
110029,110029,"PE_VT_NAVD88_D_TO_NAVD88_D_USFT","NAVD88_Depth_(m)_To_USFT","VERTTRAN[""NAVD88_Depth_(m)_To_USFT"",VERTCS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""Unit_Change""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Depth_(m)_To_USFT"",SOURCECRS[VERTCRS[""NAVD88_depth"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],METHOD[""Unit_Change""],OPERATIONACCURACY[0.0],ID[""Esri"",""110029""]]","NAVD88 depth to NAVD88 depth (USft)","Esri","12.8.0","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,0.0
110030,110030,"PE_VT_NAVD88_HT_TO_NAVD88_D_USFT","NAVD88_Height_(m)_To_Depth_USFT","VERTTRAN[""NAVD88_Height_(m)_To_Depth_USFT"",VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0]]","COORDINATEOPERATION[""NAVD88_Height_(m)_To_Depth_USFT"",SOURCECRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],METHOD[""Height_Depth_Reversal""],OPERATIONACCURACY[0.0],ID[""Esri"",""110030""]]","NAVD88 height to NAVD88 depth (USft)","Esri","12.8.0","no","USA - CONUS and Alaska - onshore",24.41,71.4,-168.26,-66.91,0.0
110031,110031,"PE_VT_NAD_1983_TO_NAVD88_CONUS_GEOID12B_HT","NAD_1983_To_NAVD88_CONUS_GEOID12B_Height","VERTTRAN[""NAD_1983_To_NAVD88_CONUS_GEOID12B_Height"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012bu0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_To_NAVD88_CONUS_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012bu0""],OPERATIONACCURACY[0.017],ID[""Esri"",""110031""]]","NAD 1983 To NAVD88 CONUS (Height)","Esri","10.4.0","no","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.017
110032,110032,"PE_VT_NAD_1983_TO_NAVD88_AK_GEOID12B_HT","NAD_1983_To_NAVD88_Alaska_GEOID12B_Height","VERTTRAN[""NAD_1983_To_NAVD88_Alaska_GEOID12B_Height"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012ba0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_To_NAVD88_Alaska_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012ba0""],OPERATIONACCURACY[0.017],ID[""Esri"",""110032""]]","NAD 1983 To NAVD88 Alaska (Height)","Esri","10.4.0","no","USA - Alaska",51.3,71.4,172.42,-129.99,0.017
110033,110033,"PE_VT_NAD_1983_TO_NAVD88_HI_GEOID12B_HT","NAD_1983_To_NAVD88_Hawaii_GEOID12B_Height","VERTTRAN[""NAD_1983_To_NAVD88_Hawaii_GEOID12B_Height"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012bh0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_To_NAVD88_Hawaii_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012bh0""],OPERATIONACCURACY[0.017],ID[""Esri"",""110033""]]","NAD 1983 To NAVD88 Hawaii (Height) - deprecated","Esri","10.4.0","yes","USA - Hawaii - onshore",18.87,22.29,-160.3,-154.74,0.017
110034,110034,"PE_VT_NAD_1983_TO_PRVD02_GEOID12B_HT","NAD_1983_To_PRVD02_GEOID12B_Height","VERTTRAN[""NAD_1983_To_PRVD02_GEOID12B_Height"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""PRVD02_height"",VDATUM[""Puerto_Rico_Vertical_Datum_of_2002""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012bp0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_To_PRVD02_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""PRVD02_height"",VDATUM[""Puerto_Rico_Vertical_Datum_of_2002""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012bp0""],OPERATIONACCURACY[0.017],ID[""Esri"",""110034""]]","NAD 1983 To PRVD02 (Height)","Esri","10.4.0","no","Puerto Rico - onshore",17.87,18.57,-67.97,-65.19,0.017
110035,7647,"PE_VT_NAD_1983_2011_TO_VIVD09_GEOID12B_HT","NAD_1983_2011_To_VIVD09_GEOID12B_Height","VERTTRAN[""NAD_1983_2011_To_VIVD09_GEOID12B_Height"",GEOGCS[""GCS_NAD_1983_2011"",DATUM[""D_NAD_1983_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_2011"",DATUM[""D_NAD_1983_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""VIVD09_height"",VDATUM[""Virgin_Islands_Vertical_Datum_of_2009""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012bp0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_2011_To_VIVD09_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983_2011"",DYNAMIC[FRAMEEPOCH[2010.0],MODEL[""HTDP""]],DATUM[""D_NAD_1983_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101],ANCHOREPOCH[2010.0]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""VIVD09_height"",VDATUM[""Virgin_Islands_Vertical_Datum_of_2009""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_2011"",DYNAMIC[FRAMEEPOCH[2010.0],MODEL[""HTDP""]],DATUM[""D_NAD_1983_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101],ANCHOREPOCH[2010.0]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012bp0""],OPERATIONACCURACY[0.017],ID[""Esri"",""7647""]]","NAD 1983 (2011) To VIVD09 (Height)","Esri","10.4.0","codechange","Virgin Islands, US - onshore",17.62,18.44,-65.09,-64.51,0.017
110036,7649,"PE_VT_NAD_1983_MA11_TO_NMVD03_GEOID12B_HT","NAD_1983_MA11_To_NMVD03_GEOID12B_Height","VERTTRAN[""NAD_1983_MA11_To_NMVD03_GEOID12B_Height"",GEOGCS[""GCS_NAD_1983_MA11"",DATUM[""D_NAD_1983_MA11"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_MA11"",DATUM[""D_NAD_1983_MA11"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2012bg0"",0.0],OPERATIONACCURACY[0.017]]","COORDINATEOPERATION[""NAD_1983_MA11_To_NMVD03_GEOID12B_Height"",SOURCECRS[VERTCRS[""NAD_1983_MA11"",DYNAMIC[FRAMEEPOCH[2012.4467],MODEL[""HTDP""]],DATUM[""D_NAD_1983_MA11"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_MA11"",DYNAMIC[FRAMEEPOCH[2012.4467],MODEL[""HTDP""]],DATUM[""D_NAD_1983_MA11"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2012bg0""],OPERATIONACCURACY[0.017],ID[""Esri"",""7649""]]","NAD 1983 (MA11) To NMVD03 (Height)","Esri","10.4.0","codechange","Northern Mariana Islands - Rota, Saipan and Tinian",14.06,15.35,145.06,145.89,0.017
110037,110037,"PE_VT_NGVD29_TO_NAVD88_USFT_NAD27_ECW","NGVD29_To_NAVD88_USFT_NAD27_ECW","VERTTRAN[""NGVD29_To_NAVD88_USFT_NAD27_ECW"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_To_NAVD88_USFT_NAD27_ECW"",SOURCECRS[VERTCRS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",ELLIPSOID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110037""]]","NGVD29 to NAVD88 (USFT) (NAD27) East, Central, West CON USA - deprecated","Esri","10.5.1","yes","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
110038,110038,"PE_VT_NGVD29_TO_NAVD88_D_USFT_NAD27_ECW","NGVD29_To_NAVD88_Depth_USFT_NAD27_ECW","VERTTRAN[""NGVD29_To_NAVD88_Depth_USFT_NAD27_ECW"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_To_NAVD88_Depth_USFT_NAD27_ECW"",SOURCECRS[VERTCRS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_depth_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",ELLIPSOID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110038""]]","NGVD29 to NAVD88 (Depth, USFT) (NAD27) East, Central, West CON USA - deprecated","Esri","10.5.1","yes","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
