wkid,latestWkid,macro,name,wkt,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
1869,1869,"PE_GT_SAD_1969_TO_WGS_1984_6","SAD_1969_To_WGS_1984_6","GEOGTRAN[""SAD_1969_To_WGS_1984_6"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-44.0],PARAMETER[""Y_Axis_Translation"",6.0],PARAMETER[""Z_Axis_Translation"",-36.0]]","Colombia","EPSG","6.7(9.0.0)","no","Colombia - mainland",-4.23,12.52,-79.1,-66.87,10.0
1870,1870,"PE_GT_SAD_1969_TO_WGS_1984_7","SAD_1969_To_WGS_1984_7","GEOGTRAN[""SAD_1969_To_WGS_1984_7"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-48.0],PARAMETER[""Y_Axis_Translation"",3.0],PARAMETER[""Z_Axis_Translation"",-44.0]]","Ecuador","EPSG","6.7(9.0.0)","no","Ecuador - mainland onshore",-5.01,1.45,-81.03,-75.21,6.0
1871,1871,"PE_GT_SAD_1969_TO_WGS_1984_8","SAD_1969_To_WGS_1984_8","GEOGTRAN[""SAD_1969_To_WGS_1984_8"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-47.0],PARAMETER[""Y_Axis_Translation"",26.0],PARAMETER[""Z_Axis_Translation"",-42.0]]","Ecuador (Baltra, Galapagos)","EPSG","6.7(9.0.0)","no","Ecuador - Galapagos onshore",-1.41,0.18,-91.72,-89.19,44.0
1872,1872,"PE_GT_SAD_1969_TO_WGS_1984_9","SAD_1969_To_WGS_1984_9","GEOGTRAN[""SAD_1969_To_WGS_1984_9"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-53.0],PARAMETER[""Y_Axis_Translation"",3.0],PARAMETER[""Z_Axis_Translation"",-47.0]]","Guyana","EPSG","6.7(9.0.0)","no","Guyana - onshore",1.18,8.58,-61.39,-56.47,12.0
1873,1873,"PE_GT_SAD_1969_TO_WGS_1984_10","SAD_1969_To_WGS_1984_10","GEOGTRAN[""SAD_1969_To_WGS_1984_10"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-61.0],PARAMETER[""Y_Axis_Translation"",2.0],PARAMETER[""Z_Axis_Translation"",-33.0]]","Paraguay","EPSG","6.7(9.0.0)","no","Paraguay",-27.59,-19.29,-62.65,-54.24,26.0
1874,1874,"PE_GT_SAD_1969_TO_WGS_1984_11","SAD_1969_To_WGS_1984_11","GEOGTRAN[""SAD_1969_To_WGS_1984_11"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-58.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",-44.0]]","Peru","EPSG","6.7(9.0.0)","no","Peru - onshore",-18.35,-0.03,-81.41,-68.67,9.0
1875,1875,"PE_GT_SAD_1969_TO_WGS_1984_12","SAD_1969_To_WGS_1984_12","GEOGTRAN[""SAD_1969_To_WGS_1984_12"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-45.0],PARAMETER[""Y_Axis_Translation"",12.0],PARAMETER[""Z_Axis_Translation"",-33.0]]","Trinidad & Tobago","EPSG","6.7(9.0.0)","no","Trinidad and Tobago - Trinidad - onshore",9.99,10.9,-61.98,-60.85,44.0
1876,1876,"PE_GT_SAD_1969_TO_WGS_1984_13","SAD_1969_To_WGS_1984_13","GEOGTRAN[""SAD_1969_To_WGS_1984_13"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-45.0],PARAMETER[""Y_Axis_Translation"",8.0],PARAMETER[""Z_Axis_Translation"",-33.0]]","Venezuela","EPSG","6.7(9.0.0)","no","Venezuela - onshore",0.64,12.25,-73.38,-59.8,8.0
1877,1877,"PE_GT_SAD_1969_TO_WGS_1984_14","SAD_1969_To_WGS_1984_14","GEOGTRAN[""SAD_1969_To_WGS_1984_14"",GEOGCS[""GCS_South_American_1969"",DATUM[""D_South_American_1969"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-66.87],PARAMETER[""Y_Axis_Translation"",4.37],PARAMETER[""Z_Axis_Translation"",-38.52]]","Brazil","EPSG","6.18.1(9.0.0)","no","Brazil",-35.71,7.04,-74.01,-25.28,5.0
1878,1878,"PE_GT_SWEREF99_TO_ETRS_1989_1","SWEREF99_To_ETRS_1989_1","GEOGTRAN[""SWEREF99_To_ETRS_1989_1"",GEOGCS[""GCS_SWEREF99"",DATUM[""D_SWEREF99"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",0.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",0.0]]","Sweden","EPSG","9.8.9(9.0.0)","no","Sweden",54.96,69.07,10.03,24.17,0.0
1879,1879,"PE_GT_SWEREF99_TO_WGS_1984_1","SWEREF99_To_WGS_1984_1","GEOGTRAN[""SWEREF99_To_WGS_1984_1"",GEOGCS[""GCS_SWEREF99"",DATUM[""D_SWEREF99"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",0.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",0.0]]","Sweden","EPSG","6.3(9.0.0)","no","Sweden",54.96,69.07,10.03,24.17,1.0
1880,1880,"PE_GT_POINT58_TO_WGS_1984_1","Point58_To_WGS_1984_1","GEOGTRAN[""Point58_To_WGS_1984_1"",GEOGCS[""GCS_Point_58"",DATUM[""D_Point_58"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-106.0],PARAMETER[""Y_Axis_Translation"",-129.0],PARAMETER[""Z_Axis_Translation"",165.0]]","Burkina Faso - central, Niger - SW, near 12N","EPSG","8.5.6(9.0.0)","no","Africa - Burkina Faso and SW Niger",11.83,14.23,-4.64,4.0,44.0
1881,1881,"PE_GT_CARTHAGE_PARIS_TO_CARTHAGE","Carthage_Paris_To_Carthage","GEOGTRAN[""Carthage_Paris_To_Carthage"",GEOGCS[""GCS_Carthage_Paris"",DATUM[""D_Carthage"",SPHEROID[""Clarke_1880_IGN"",6378249.2,293.4660212936265]],PRIMEM[""Paris"",2.337229166666667],UNIT[""Grad"",0.01570796326794897]],GEOGCS[""GCS_Carthage"",DATUM[""D_Carthage"",SPHEROID[""Clarke_1880_IGN"",6378249.2,293.4660212936265]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Longitude_Rotation""]]","Carthage (Paris) to Carthage","EPSG","6.12(9.0.0)","no","Tunisia - onshore",30.23,37.4,7.49,11.59,0.0
1882,1882,"PE_GT_NORD_SAHARA_1959_PARIS_TO_NORD_SAHARA_1959","Nord_Sahara_1959_Paris_To_Nord_Sahara_1959","GEOGTRAN[""Nord_Sahara_1959_Paris_To_Nord_Sahara_1959"",GEOGCS[""GCS_Nord_Sahara_1959_Paris"",DATUM[""D_Nord_Sahara_1959"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Paris"",2.337229166666667],UNIT[""Grad"",0.01570796326794897]],GEOGCS[""GCS_Nord_Sahara_1959"",DATUM[""D_Nord_Sahara_1959"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Longitude_Rotation""]]","Nord Sahara 1959 (Paris) to Nord Sahara 1959 - deprecated","EPSG","6.12(9.0.0)","yes","Algeria",18.97,38.8,-8.67,11.99,0.0
1883,1883,"PE_GT_GUNUNG_SEGARA_JAKARTA_TO_GUNUNG_SEGARA","Gunung_Segara_Jakarta_To_Gunung_Segara","GEOGTRAN[""Gunung_Segara_Jakarta_To_Gunung_Segara"",GEOGCS[""GCS_Gunung_Segara_Jakarta"",DATUM[""D_Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Jakarta"",106.8077194444444],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_Gunung_Segara"",DATUM[""D_Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Longitude_Rotation""]]","Gunung Segara (Jakarta) to Gunung Segara","EPSG","6.12(9.0.0)","no","Indonesia - Kalimantan E",-4.24,4.29,114.55,119.06,0.0
1884,1884,"PE_GT_S_JTSK_FERRO_TO_S_JTSK","S_JTSK_Ferro_To_S_JTSK","GEOGTRAN[""S_JTSK_Ferro_To_S_JTSK"",GEOGCS[""GCS_S_JTSK_Ferro"",DATUM[""D_S_JTSK"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Ferro"",-17.66666666666667],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_S_JTSK"",DATUM[""D_S_JTSK"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Longitude_Rotation""]]","S-JTSK (Ferro) to S-JTSK","EPSG","6.12(9.0.0)","no","Europe - Czechoslovakia",47.73,51.06,12.09,22.56,0.0
1885,1885,"PE_GT_AZORES_ORIENTAL_1940_TO_WGS_1984_1","Azores_Oriental_1940_To_WGS_1984_1","GEOGTRAN[""Azores_Oriental_1940_To_WGS_1984_1"",GEOGCS[""GCS_Azores_Oriental_1940"",DATUM[""D_Azores_Oriental_Islands_1940"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-203.0],PARAMETER[""Y_Axis_Translation"",141.0],PARAMETER[""Z_Axis_Translation"",53.0]]","Portugal - Sao Miguel and Santa Maria","EPSG","6.7(9.0.0)","no","Portugal - Azores E - onshore",36.87,37.96,-25.92,-24.62,44.0
1886,1886,"PE_GT_AZORES_CENTRAL_1948_TO_WGS_1984_1","Azores_Central_1948_To_WGS_1984_1","GEOGTRAN[""Azores_Central_1948_To_WGS_1984_1"",GEOGCS[""GCS_Azores_Central_1948"",DATUM[""D_Azores_Central_Islands_1948"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-104.0],PARAMETER[""Y_Axis_Translation"",167.0],PARAMETER[""Z_Axis_Translation"",-38.0]]","Portugal - Graciosa, Terceira, Sao Jorge, Pico, Faial","EPSG","6.4(9.0.0)","no","Portugal - Azores C - onshore",38.32,39.14,-28.9,-26.97,6.0
1887,1887,"PE_GT_AZORES_OCCIDENTAL_1939_TO_WGS_1984_1","Azores_Occidental_1939_To_WGS_1984_1","GEOGTRAN[""Azores_Occidental_1939_To_WGS_1984_1"",GEOGCS[""GCS_Azores_Occidental_1939"",DATUM[""D_Azores_Occidental_Islands_1939"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-425.0],PARAMETER[""Y_Axis_Translation"",-169.0],PARAMETER[""Z_Axis_Translation"",81.0]]","Portugal - Flores, Corvo","EPSG","6.7(9.0.0)","no","Portugal - Azores W - onshore",39.3,39.77,-31.34,-31.02,35.0
1888,1888,"PE_GT_PORTO_SANTO_1936_TO_WGS_1984_1_NGA","Porto_Santo_1936_To_WGS_1984_1","GEOGTRAN[""Porto_Santo_1936_To_WGS_1984_1"",GEOGCS[""GCS_Porto_Santo_1936"",DATUM[""D_Porto_Santo_1936"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-499.0],PARAMETER[""Y_Axis_Translation"",-249.0],PARAMETER[""Z_Axis_Translation"",314.0]]","Porto Santo & Madeira Islands","EPSG","6.4(9.2.0)","no","Portugal - Madeira archipelago onshore",32.35,33.15,-17.31,-16.23,44.0
1890,1890,"PE_GT_AUSTRALIAN_ANTARCTIC_1998_TO_WGS_1984_1","Australian_Antarctic_1998_To_WGS_1984_1","GEOGTRAN[""Australian_Antarctic_1998_To_WGS_1984_1"",GEOGCS[""GCS_Australian_Antarctic_1998"",DATUM[""D_Australian_Antarctic_1998"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",0.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",0.0]]","Antarctica","EPSG","7.4.6(9.0.0)","no","Antarctica - Australian sector",-90.0,-60.0,45.0,160.0,1.0
1891,1891,"PE_GT_GREEK_TO_GGRS_1987","Greek_To_GGRS_1987","GEOGTRAN[""Greek_To_GGRS_1987"",GEOGCS[""GCS_Greek"",DATUM[""D_Greek"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_GGRS_1987"",DATUM[""D_GGRS_1987"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geographic_2D_Offset""],PARAMETER[""Longitude_Offset"",0.28],PARAMETER[""Latitude_Offset"",-5.86]]","Greece - onshore and offshore","EPSG","7.8.2(10.0.0)","no","Greece - onshore",34.88,41.75,19.57,28.3,5.0
1892,1892,"PE_GT_HITO_XVIII_1963_TO_WGS_1984_2","Hito_XVIII_1963_To_WGS_1984_2","GEOGTRAN[""Hito_XVIII_1963_To_WGS_1984_2"",GEOGCS[""GCS_Hito_XVIII_1963"",DATUM[""D_Hito_XVIII_1963"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",16.0],PARAMETER[""Y_Axis_Translation"",196.0],PARAMETER[""Z_Axis_Translation"",93.0]]","Chile - Tierra del Fuego","EPSG","6.7(9.0.0)","no","Chile - Tierra del Fuego",-55.96,-51.99,-74.83,-66.33,44.0
1893,1893,"PE_GT_PUERTO_RICO_TO_WGS_1984_3","Puerto_Rico_To_WGS_1984_3","GEOGTRAN[""Puerto_Rico_To_WGS_1984_3"",GEOGCS[""GCS_Puerto_Rico"",DATUM[""D_Puerto_Rico"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",11.0],PARAMETER[""Y_Axis_Translation"",72.0],PARAMETER[""Z_Axis_Translation"",-101.0]]","Puerto Rico and Virgin Islands","EPSG","6.7(9.0.0)","no","Caribbean - Puerto Rico and Virgin Islands - onshore",17.62,18.78,-67.97,-64.25,6.0
1894,1894,"PE_GT_GANDAJIKA_1970_TO_WGS_1984_1","Gandajika_1970_To_WGS_1984_1","GEOGTRAN[""Gandajika_1970_To_WGS_1984_1"",GEOGCS[""GCS_Gandajika_1970"",DATUM[""D_Gandajika_1970"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-133.0],PARAMETER[""Y_Axis_Translation"",-321.0],PARAMETER[""Z_Axis_Translation"",50.0]]","Maldives (DEPRECATED - use PE_GT_GAN_1970_TO_WGS_1984_1)","EPSG","6.3(9.0.0)","yes","Maldives",-3.47,8.1,69.29,77.08,25.0
1895,1895,"PE_GT_RT90_TO_SWEREF99_1","RT90_To_SWEREF99_1","GEOGTRAN[""RT90_To_SWEREF99_1"",GEOGCS[""GCS_RT_1990"",DATUM[""D_RT_1990"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_SWEREF99"",DATUM[""D_SWEREF99"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Coordinate_Frame""],PARAMETER[""X_Axis_Translation"",414.0978567149],PARAMETER[""Y_Axis_Translation"",41.3381489658],PARAMETER[""Z_Axis_Translation"",603.0627177516],PARAMETER[""X_Axis_Rotation"",0.8550434314],PARAMETER[""Y_Axis_Rotation"",-2.1413465185],PARAMETER[""Z_Axis_Rotation"",7.0227209516],PARAMETER[""Scale_Difference"",0.0]]","Sweden - onshore and offshore","EPSG","6.7(10.0.0)","no","Sweden",54.96,69.07,10.03,24.17,0.1
1896,1896,"PE_GT_RT90_TO_WGS_1984_2","RT90_To_WGS_1984_2","GEOGTRAN[""RT90_To_WGS_1984_2"",GEOGCS[""GCS_RT_1990"",DATUM[""D_RT_1990"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Coordinate_Frame""],PARAMETER[""X_Axis_Translation"",414.0978567149],PARAMETER[""Y_Axis_Translation"",41.3381489658],PARAMETER[""Z_Axis_Translation"",603.0627177516],PARAMETER[""X_Axis_Rotation"",0.8550434314],PARAMETER[""Y_Axis_Rotation"",-2.1413465185],PARAMETER[""Z_Axis_Rotation"",7.0227209516],PARAMETER[""Scale_Difference"",0.0]]","Sweden","EPSG","6.13(9.0.0)","no","Sweden",54.96,69.07,10.03,24.17,1.0
1897,1897,"PE_GT_GUNUNG_SEGARA_TO_WGS_1984_1","Gunung_Segara_To_WGS_1984_1","GEOGTRAN[""Gunung_Segara_To_WGS_1984_1"",GEOGCS[""GCS_Gunung_Segara"",DATUM[""D_Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-403.0],PARAMETER[""Y_Axis_Translation"",684.0],PARAMETER[""Z_Axis_Translation"",41.0]]","Indonesia - Kalimantan","EPSG","6.7(9.0.0)","no","Indonesia - Kalimantan E",-4.24,4.29,114.55,119.06,999.0
1898,1898,"PE_GT_GUNUNG_SEGARA_TO_WGS_1984_2","Gunung_Segara_To_WGS_1984_2","GEOGTRAN[""Gunung_Segara_To_WGS_1984_2"",GEOGCS[""GCS_Gunung_Segara"",DATUM[""D_Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-387.06],PARAMETER[""Y_Axis_Translation"",636.53],PARAMETER[""Z_Axis_Translation"",46.29]]","Indonesia - east Kalimantan","EPSG","7.9.8(9.0.0)","no","Indonesia - Kalimantan SE",-4.24,0.0,114.55,117.99,5.0
1899,1899,"PE_GT_GUNUNG_SEGARA_TO_WGS_1984_3","Gunung_Segara_To_WGS_1984_3","GEOGTRAN[""Gunung_Segara_To_WGS_1984_3"",GEOGCS[""GCS_Gunung_Segara"",DATUM[""D_Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",-403.4],PARAMETER[""Y_Axis_Translation"",681.12],PARAMETER[""Z_Axis_Translation"",46.56]]","Indonesia - northeast Kalimantan","EPSG","6.3(9.0.0)","no","Indonesia - northeast Kalimantan",-0.07,4.29,116.96,119.06,10.0
